individual,plant,grain,fragment,insect,treatment,site,date,
LLL201,Grupo Eryngium spp.,1352,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL201,Chenopodeaceae,1,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL201,Hirschfeldia incana,8,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL201,Cypella herbertii,1,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL203,Nothoscordum euosimum,9,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL203,Cypella herbertii,10,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL203,Grupo Eryngium spp.,5179,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL203,Conyza sp.,1,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL203,Mentha pulegium,2,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL203,Hirschfeldia incana,1,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL207,Grupo Crepis-Hypochoeris,2,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL207,Grupo Eryngium spp.,859,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL207,Nothoscordum euosimum,5301,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL207,Cypella herbertii,1,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL207,Mentha pulegium,1,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL327,Grupo Eryngium spp.,10,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL327,Grupo Baccharis spp.,8,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL327,Hirschfeldia incana,1,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL327,Acmella sp.,2,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL327,Nothoscordum euosimum,72,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL270,Grupo Eryngium spp.,76,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL270,Lotus tenuis,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL262,Asteraceae,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL262,Nothoscordum euosimum,4,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL262,Grupo Eryngium spp.,60,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL265,Chenopodeaceae,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL265,Acmella sp.,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL265,Grupo Eryngium spp.,102,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL336,Acmella sp.,29,1agr,Oxysarcodexia varia,a,lc,Mar.11,
LLL336,Nothoscordum euosimum,1,1agr,Oxysarcodexia varia,a,lc,Mar.11,
LLL336,Hirschfeldia incana,2,1agr,Oxysarcodexia varia,a,lc,Mar.11,
LLL336,Grupo Crepis-Hypochoeris,1,1agr,Oxysarcodexia varia,a,lc,Mar.11,
LLL336,Grupo Eryngium spp.,280,1agr,Oxysarcodexia varia,a,lc,Mar.11,
LLL322,Aster squamatus,3,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL322,Noticastrum sp. cf. Acuminatum,27,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL322,Hirschfeldia incana,1,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL322,Grupo Baccharis spp.,7,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL322,Chenopodeaceae,1,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL322,Nothoscordum euosimum,352,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL322,Lotus tenuis,1,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL264,Nothoscordum euosimum,4,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL264,Grupo Eryngium spp.,186,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL318,Grupo Eryngium spp.,62,1agr,Coleoptera sp6,a,lc,Feb.11,
LLL318,Lotus tenuis,6,1agr,Coleoptera sp6,a,lc,Feb.11,
LLL318,Nothoscordum euosimum,2,1agr,Coleoptera sp6,a,lc,Feb.11,
LLL318,Grupo Baccharis spp.,276,1agr,Coleoptera sp6,a,lc,Feb.11,
LLL246,Conyza sp.,6,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL246,indeterminate,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL246,Mentha pulegium,11,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL246,Lotus tenuis,11,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL246,Grupo Carduus-Cirsium,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL246,Nothoscordum euosimum,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL246,Chenopodeaceae,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL246,Grupo Eryngium spp.,299,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL248,Conyza sp.,246,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL248,Mentha pulegium,2,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL248,Nothoscordum euosimum,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL248,Chenopodeaceae,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL248,Grupo Eryngium spp.,22,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL325,Grupo Baccharis spp.,13,1agr,Tachinidae sp2,a,lc,Feb.11,
LLL325,Conyza sp.,246,1agr,Tachinidae sp2,a,lc,Feb.11,
LLL325,Lotus tenuis,1,1agr,Tachinidae sp2,a,lc,Feb.11,
LLL325,Chenopodeaceae,2,1agr,Tachinidae sp2,a,lc,Feb.11,
LLL325,Grupo Eryngium spp.,479,1agr,Tachinidae sp2,a,lc,Feb.11,
LLL312,Grupo Carduus-Cirsium,1,1agr,Lerodea eufala,a,lc,Feb.11,
LLL302,Lotus tenuis,5,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL302,Grupo Eryngium spp.,15,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL302,Grupo Carduus-Cirsium,3,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL302,Grupo Crepis-Hypochoeris,1,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL302,Nothoscordum euosimum,1,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL302,Conyza sp.,1,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL302,Grupo Baccharis spp.,589,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL326,Conyza sp.,5,1agr,Coleoptera sp6,a,lc,Feb.11,
LLL326,Grupo Baccharis spp.,4,1agr,Coleoptera sp6,a,lc,Feb.11,
LLL326,Nothoscordum euosimum,1,1agr,Coleoptera sp6,a,lc,Feb.11,
LLL326,Mentha pulegium,2,1agr,Coleoptera sp6,a,lc,Feb.11,
LLL326,Grupo Carduus-Cirsium,1,1agr,Coleoptera sp6,a,lc,Feb.11,
LLL326,Asteraceae,1,1agr,Coleoptera sp6,a,lc,Feb.11,
LLL326,Grupo Eryngium spp.,101,1agr,Coleoptera sp6,a,lc,Feb.11,
LLL311,Grupo Baccharis spp.,2,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL311,Grupo Eryngium spp.,30,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL311,Nothoscordum euosimum,33,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL311,Lotus tenuis,6,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL311,Noticastrum sp. cf. Acuminatum,48,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL311,Phyla canescens,15,1agr,Dialictus sp.1,a,lc,Feb.11,
LLL266,Lotus tenuis,2,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL266,Nothoscordum euosimum,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL266,Conyza sp.,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL266,Grupo Eryngium spp.,273,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL267,Conyza sp.,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL267,Asteraceae,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL267,Grupo Eryngium spp.,272,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL276,Lotus tenuis,2,2agr,Coleoptera sp4,a,lc,Feb.11,
LLL276,Phyla canescens,1,2agr,Coleoptera sp4,a,lc,Feb.11,
LLL276,Grupo Eryngium spp.,112,2agr,Coleoptera sp4,a,lc,Feb.11,
LLL249,Conyza sp.,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL249,Lotus tenuis,2,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL249,Mentha pulegium,3,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL249,indeterminate,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL249,Acmella sp.,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL249,Grupo Eryngium spp.,202,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL250,Mentha pulegium,277,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL250,Grupo Eryngium spp.,268,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL250,Nothoscordum euosimum,5,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL250,Lotus tenuis,51,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL250,Conyza sp.,2,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL250,Acmella sp.,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL250,Grupo Baccharis spp.,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL250,indeterminate,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL250,Grupo Carduus-Cirsium,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL244,Conyza sp.,3,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL244,Mentha pulegium,10,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL244,Lotus tenuis,15,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL244,Grupo Baccharis spp.,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL244,Grupo Eryngium spp.,105,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL256,Conyza sp.,4,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL256,Nothoscordum euosimum,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL256,Lotus tenuis,5,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL256,Poaceae,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL256,Grupo Carduus-Cirsium,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL256,Grupo Eryngium spp.,262,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL251,Mentha pulegium,5,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL251,Lotus tenuis,2,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL251,Grupo Baccharis spp.,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL251,Conyza sp.,6,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL251,Grupo Eryngium spp.,130,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL269,Lotus tenuis,3,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL269,Grupo Eryngium spp.,309,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL253,Grupo Eryngium spp.,65,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL253,Lotus tenuis,3,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL253,Conyza sp.,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL253,Chenopodeaceae,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL252,Grupo Eryngium spp.,7,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL252,Hirschfeldia incana,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL259,Grupo Eryngium spp.,1632,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL259,Grupo Carduus-Cirsium,4,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL259,Conyza sp.,3,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL259,Nothoscordum euosimum,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL259,Lotus tenuis,54,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL192,Grupo Eryngium spp.,3602,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL192,Lotus tenuis,14,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL192,Nothoscordum euosimum,211,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL192,Acmella sp.,5,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL192,Phyla canescens,39,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL192,Mentha pulegium,1,2agr,Dialictus sp.1,a,lc,Ene.11,
LLL268,Lotus tenuis,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL268,Conyza sp.,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL268,Grupo Baccharis spp.,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL268,Grupo Eryngium spp.,83,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL314,Conyza sp.,1,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL314,Grupo Eryngium spp.,4,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL351,Grupo Eryngium spp.,90,2agr,Tricharaea occidua,a,lc,Mar.11,
LLL271,Conyza sp.,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL271,Grupo Eryngium spp.,162,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL324,Conyza sp.,1,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL324,Acmella sp.,1,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL324,Grupo Baccharis spp.,2,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL324,Grupo Eryngium spp.,6,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL272,Conyza sp.,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL272,Grupo Eryngium spp.,204,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL274,Lotus tenuis,2,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL274,Grupo Baccharis spp.,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL274,Grupo Eryngium spp.,34,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL316,Conyza sp.,1,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL316,Lotus tenuis,1,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL316,Grupo Eryngium spp.,41,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL273,Lotus tenuis,4,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL273,Conyza sp.,2,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL273,indeterminate,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL273,Nothoscordum euosimum,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL273,Grupo Eryngium spp.,283,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL315,Grupo Baccharis spp.,2,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL315,Conyza sp.,3,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL315,Chenopodeaceae,1,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL315,Lotus tenuis,3,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL315,Grupo Eryngium spp.,5,1agr,Tricharaea occidua,a,lc,Feb.11,
LLL260,Conyza sp.,11,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL260,Lotus tenuis,16,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL260,Nothoscordum euosimum,2,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL260,Grupo Eryngium spp.,1003,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL320,Grupo Baccharis spp.,6,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL320,Lotus tenuis,13,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL320,Conyza sp.,1,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL320,Grupo Carduus-Cirsium,1,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL320,Grupo Eryngium spp.,6,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL317,Grupo Eryngium spp.,1310,1agr,Chauliognatus scriptus,a,lc,Feb.11,
LLL317,Lotus tenuis,10,1agr,Chauliognatus scriptus,a,lc,Feb.11,
LLL317,Conyza sp.,2,1agr,Chauliognatus scriptus,a,lc,Feb.11,
LLL317,Nothoscordum euosimum,1,1agr,Chauliognatus scriptus,a,lc,Feb.11,
LLL317,Grupo Baccharis spp.,77,1agr,Chauliognatus scriptus,a,lc,Feb.11,
LLL261,Lotus tenuis,14,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL261,Conyza sp.,10,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL261,Grupo Eryngium spp.,69,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL258,Lotus tenuis,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL258,Grupo Carduus-Cirsium,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL258,Conyza sp.,13,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL258,Chenopodeaceae,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL258,Mentha pulegium,9,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL258,Nothoscordum euosimum,4,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL258,Phyla canescens,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL258,Grupo Eryngium spp.,535,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL321,Lotus tenuis,21,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL321,Conyza sp.,4,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL321,Grupo Baccharis spp.,29,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL321,Chenopodeaceae,1,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL321,Poaceae,1,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL321,Grupo Eryngium spp.,186,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL247,Conyza sp.,8,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL247,Lotus tenuis,3,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL247,Acmella sp.,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL247,Grupo Eryngium spp.,156,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL257,Grupo Eryngium spp.,373,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL257,Lotus tenuis,17,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL257,Grupo Baccharis spp.,24,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL257,Grupo Carduus-Cirsium,2,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL257,Grupo Crepis-Hypochoeris,6,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL257,Mentha pulegium,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL257,Nothoscordum euosimum,2,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL257,Conyza sp.,45,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL275,Grupo Baccharis spp.,1,2agr,Lampyridae sp1,a,lc,Feb.11,
LLL275,Lotus tenuis,1,2agr,Lampyridae sp1,a,lc,Feb.11,
LLL275,Grupo Eryngium spp.,306,2agr,Lampyridae sp1,a,lc,Feb.11,
LLL323,Mentha pulegium,14,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL323,Poaceae,2,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL323,Grupo Eryngium spp.,243,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL323,Lotus tenuis,11,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL323,Conyza sp.,10,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL323,Grupo Baccharis spp.,36,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL323,Chenopodeaceae,1,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL346,Poaceae,1,1agr,Oxysarcodexia varia,a,lc,Mar.11,
LLL346,Grupo Eryngium spp.,986,1agr,Oxysarcodexia varia,a,lc,Mar.11,
LLL346,Grupo Baccharis spp.,23,1agr,Oxysarcodexia varia,a,lc,Mar.11,
LLL346,Lotus tenuis,1,1agr,Oxysarcodexia varia,a,lc,Mar.11,
LLL346,Hirschfeldia incana,1,1agr,Oxysarcodexia varia,a,lc,Mar.11,
LLL263,Lotus tenuis,8,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL263,Chenopodeaceae,3,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL263,Conyza sp.,9,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL263,Poaceae,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL263,Grupo Carduus-Cirsium,3,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL263,Nothoscordum euosimum,2,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL263,Grupo Eryngium spp.,77,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL245,Nothoscordum euosimum,2,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL245,Conyza sp.,4,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL245,Grupo Baccharis spp.,2,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL245,Lotus tenuis,10,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL245,Grupo Eryngium spp.,45,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL313,Lotus tenuis,11,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL313,Grupo Baccharis spp.,13,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL313,Eucaliptus sp.,1,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL313,Poaceae,1,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL313,Conyza sp.,2,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL313,Grupo Eryngium spp.,213,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL347,Grupo Eryngium spp.,20,1agr,Oxysarcodexia varia,a,lc,Mar.11,
LLL255,Grupo Eryngium spp.,54,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL255,Chenopodeaceae,1,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL255,Conyza sp.,11,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL255,Asteraceae,2,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL255,Nothoscordum euosimum,3,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL255,Grupo Carduus-Cirsium,3,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL255,Lotus tenuis,9,2agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL254,Grupo Eryngium spp.,91,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL254,Conyza sp.,1,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL254,Lotus tenuis,2,2agr,Tricharaea occidua,a,lc,Feb.11,
LLL319,Lotus tenuis,28,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL319,Grupo Eryngium spp.,1280,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL319,Conyza sp.,6,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL319,indeterminate,1,1agr,Oxysarcodexia varia,a,lc,Feb.11,
LLL319,Grupo Baccharis spp.,33,1agr,Oxysarcodexia varia,a,lc,Feb.11,
AAA76,Condalia microphylla,1202,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA76,Medicago sativa,228,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA76,Poaceae,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA76,Hirschfeldia incana,292,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA76,Gaillardia megapotamica,3,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA172,Viguiera anchusaefolia,89,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA172,Condalia microphylla,39,C-pastura,Crisopidae sp1,c,an,Nov.10,
AAA123,Condalia microphylla,20,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA123,Hirschfeldia incana,624,A-pastura,Astylus quadrilineatus,a,an,Nov.10,
AAA51,Malrubium vulgare,173,C-alflafa,Coelioxys sp.,c,an,Nov.10,
AAA51,Pfaffia gnaphaloides,172,C-alflafa,Coelioxys sp.,c,an,Nov.10,
AAA51,Condalia microphylla,7,C-alflafa,Coelioxys sp.,c,an,Nov.10,
AAA51,Sphaeralcea crispa,11,C-alflafa,Coelioxys sp.,c,an,Nov.10,
AAA119,Condalia microphylla,1013,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA119,Poaceae,6,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA119,Chenopodeaceae,2,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA119,Pfaffia gnaphaloides,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA119,Medicago sativa,191,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA119,Hirschfeldia incana,53,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA59,Condalia microphylla,2,C-alflafa,Callonychium sp1.,c,an,Nov.10,
AAA59,Hirschfeldia incana,1,C-alflafa,Callonychium sp1.,c,an,Nov.10,
AAA59,Sphaeralcea crispa,15,C-alflafa,Callonychium sp1.,c,an,Nov.10,
AAA74,Condalia microphylla,6,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA74,Hirschfeldia incana,14,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA74,Poaceae,3,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA74,Chenopodeaceae,2,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA74,Medicago sativa,295,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA87,Hirschfeldia incana,17,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA87,Condalia microphylla,19,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA87,indeterminate,3,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA87,Viguiera anchusaefolia,4,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA87,Vicia sp.,8,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA87,Chenopodeaceae,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA87,Grupo Carduus-Cirsium,2,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA87,Poaceae,5,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA87,Medicago sativa,295,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA78,Condalia microphylla,263,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA78,Poaceae,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA78,Sphaeralcea crispa,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA78,Medicago sativa,133,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA78,Hirschfeldia incana,16,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA78,Vicia sp.,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA78,Chenopodeaceae,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
AAA78,Asteraceae,1,A-alfalfa,Apis mellifera,a,an,Nov.10,
