day,analyst,sitecode,habitat,river,code,stigmaspecies,stigmatype,pollenfamily,pollenspecies,origin,origin2,quantity,nstigmas,meanpollen,,,,,,
17/10/13,Carine,1,invaded,frome,59,Circaea lutetiana,wet,Asteraceae,ni,heterospecific,heterospecific,1,3,0.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,60,Circaea lutetiana,wet,Onagraceae,Circaea lutetiana,conspecific,conspecific,202,3,67.33333333,,,,,,
17/10/13,Carine,1,invaded,frome,60,Circaea lutetiana,wet,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,27,3,9,,,,,,
17/10/13,Carine,1,invaded,frome,60,Circaea lutetiana,wet,ni,M2,heterospecific,heterospecific,2,3,0.666666667,,,,,,
17/10/13,Carine,1,invaded,frome,61,Circaea lutetiana,wet,Onagraceae,Circaea lutetiana,conspecific,conspecific,63,3,21,,,,,,
17/10/13,Carine,1,invaded,frome,61,Circaea lutetiana,wet,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,1,3,0.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,61,Circaea lutetiana,wet,ni,M1,heterospecific,heterospecific,3,3,1,,,,,,
17/10/13,Carine,1,invaded,frome,61,Circaea lutetiana,wet,Asteraceae,Asteraceae 1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,62,Circaea lutetiana,wet,Onagraceae,Circaea lutetiana,conspecific,conspecific,228,3,76,,,,,,
17/10/13,Carine,1,invaded,frome,62,Circaea lutetiana,wet,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,5,3,1.666666667,,,,,,
17/10/13,Carine,1,invaded,frome,62,Circaea lutetiana,wet,Fabaceae,ni,heterospecific,heterospecific,3,3,1,,,,,,
17/10/13,Carine,1,invaded,frome,62,Circaea lutetiana,wet,ni,M1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,62,Circaea lutetiana,wet,ni,M6,heterospecific,heterospecific,1,3,0.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,63,Circaea lutetiana,wet,Onagraceae,Circaea lutetiana,conspecific,conspecific,142,3,47.33333333,,,,,,
17/10/13,Carine,1,invaded,frome,63,Circaea lutetiana,wet,Fabaceae,ni,heterospecific,heterospecific,1,3,0.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,63,Circaea lutetiana,wet,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,1,3,0.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,63,Circaea lutetiana,wet,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,83,3,27.66666667,,,,,,
17/10/13,Carine,1,invaded,frome,64,Circaea lutetiana,wet,Onagraceae,Circaea lutetiana,conspecific,conspecific,92,3,30.66666667,,,,,,
17/10/13,Carine,1,invaded,frome,64,Circaea lutetiana,wet,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,3,3,1,,,,,,
17/10/13,Carine,1,invaded,frome,64,Circaea lutetiana,wet,ni,M1,heterospecific,heterospecific,2,3,0.666666667,,,,,,
17/10/13,Carine,1,invaded,frome,65,Circaea lutetiana,wet,Onagraceae,Circaea lutetiana,conspecific,conspecific,156,3,52,,,,,,
17/10/13,Carine,1,invaded,frome,65,Circaea lutetiana,wet,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,278,3,92.66666667,,,,,,
17/10/13,Carine,1,invaded,frome,65,Circaea lutetiana,wet,ni,M8,heterospecific,heterospecific,1,3,0.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,65,Circaea lutetiana,wet,ni,M9,heterospecific,heterospecific,1,3,0.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,65,Circaea lutetiana,wet,ni,M1,heterospecific,heterospecific,4,3,1.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,65,Circaea lutetiana,wet,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,1,3,0.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,66,Circaea lutetiana,wet,Onagraceae,Circaea lutetiana,conspecific,conspecific,157,3,52.33333333,,,,,,
17/10/13,Carine,1,invaded,frome,66,Circaea lutetiana,wet,ni,M2,heterospecific,heterospecific,1,3,0.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,66,Circaea lutetiana,wet,ni,M1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,66,Circaea lutetiana,wet,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,1,3,0.333333333,,,,,,
17/10/13,Carine,1,invaded,frome,67,Circaea lutetiana,wet,Onagraceae,Circaea lutetiana,conspecific,conspecific,82,1,82,,,,,,
17/10/13,Carine,1,invaded,frome,67,Circaea lutetiana,wet,ni,M1,heterospecific,heterospecific,3,1,3,,,,,,
17/10/13,Carine,1,invaded,frome,67,Circaea lutetiana,wet,Asteraceae,Sonchus type,heterospecific,heterospecific,1,1,1,,,,,,
17/10/13,Carine,1,invaded,frome,68,Geranium robertianum,dry,Geraniaceae,Geranium robertianum,conspecific,conspecific,170,1,170,,,,,,
17/10/13,Carine,1,invaded,frome,68,Geranium robertianum,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,2,1,2,,,,,,
17/10/13,Carine,1,invaded,frome,68,Geranium robertianum,dry,ni,M1,heterospecific,heterospecific,1,1,1,,,,,,
17/10/13,Carine,1,invaded,frome,69,Geranium robertianum,dry,Geraniaceae,Geranium robertianum,conspecific,conspecific,23,1,23,,,,,,
17/10/13,Carine,1,invaded,frome,69,Geranium robertianum,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,7,1,7,,,,,,
17/10/13,Carine,1,invaded,frome,69,Geranium robertianum,dry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,7,1,7,,,,,,
17/10/13,Carine,1,invaded,frome,70,Calystegia sepium,dry,Convolvulaceae,Calystegia sepium,conspecific,conspecific,96,1,96,,,,,,
17/10/13,Carine,1,invaded,frome,70,Calystegia sepium,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,719,1,719,,,,,,
17/10/13,Carine,1,invaded,frome,70,Calystegia sepium,dry,Onagraceae,Circaea lutetiana,heterospecific,heterospecific,1,1,1,,,,,,
17/10/13,Carine,1,invaded,frome,70,Calystegia sepium,dry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,7,1,7,,,,,,
17/10/13,Carine,1,invaded,frome,70,Calystegia sepium,dry,ni,M1,heterospecific,heterospecific,3,1,3,,,,,,
17/10/13,Carine,1,invaded,frome,71,Calystegia sepium,dry,Convolvulaceae,Calystegia sepium,conspecific,conspecific,431,1,431,,,,,,
17/10/13,Carine,1,invaded,frome,71,Calystegia sepium,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,1665,1,1665,,,,,,
17/10/13,Carine,1,invaded,frome,71,Calystegia sepium,dry,ni,M1,heterospecific,heterospecific,12,1,12,,,,,,
17/10/13,Carine,1,invaded,frome,71,Calystegia sepium,dry,ni,M5,heterospecific,heterospecific,2,1,2,,,,,,
17/10/13,Carine,1,invaded,frome,71,Calystegia sepium,dry,ni,M8,heterospecific,heterospecific,1,1,1,,,,,,
17/10/13,Carine,1,invaded,frome,72,Calystegia sepium,dry,Convolvulaceae,Calystegia sepium,conspecific,conspecific,484,1,484,,,,,,
17/10/13,Carine,1,invaded,frome,72,Calystegia sepium,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,627,1,627,,,,,,
17/10/13,Carine,1,invaded,frome,72,Calystegia sepium,dry,Fabaceae,ni,heterospecific,heterospecific,3,1,3,,,,,,
17/10/13,Carine,1,invaded,frome,72,Calystegia sepium,dry,ni,M1,heterospecific,heterospecific,3,1,3,,,,,,
17/10/13,Carine,1,invaded,frome,72,Calystegia sepium,dry,ni,M4,heterospecific,heterospecific,2,1,2,,,,,,
17/10/13,Carine,1,invaded,frome,73,Senecio jacobaea,semidry,Asteraceae,Senecio jacobaea,conspecific,conspecific,167,3,55.66666667,,,,,,
17/10/13,Carine,1,invaded,frome,73,Senecio jacobaea,semidry,ni,M1,heterospecific,heterospecific,2,3,0.666666667,,,,,,
17/10/13,Carine,1,invaded,frome,74,Lantana communis,wet,Asteraceae,Lantana communis,conspecific,conspecific,217,3,72.33333333,,,,,,
17/10/13,Carine,1,invaded,frome,74,Lantana communis,wet,ni,M1,heterospecific,heterospecific,30,3,10,,,,,,
18/10/13,Carine,1,invaded,frome,75,Trifolium dubium,wet,Fabaceae,Trifolium dubium,conspecific,conspecific,297,3,99,,,,,,
18/10/13,Carine,1,invaded,frome,76,Trifolium dubium,wet,Fabaceae,Trifolium dubium,conspecific,conspecific,40,3,13.33333333,,,,,,
18/10/13,Carine,1,invaded,frome,77,Trifolium dubium,wet,Fabaceae,Trifolium dubium,conspecific,conspecific,47,3,15.66666667,,,,,,
18/10/13,Carine,1,invaded,frome,78,Galium aparine,dry,Rubiaceae,Galium aparine,conspecific,conspecific,47,3,15.66666667,,,,,,
18/10/13,Carine,1,invaded,frome,78,Galium aparine,dry,Asteraceae,Taraxacum type,heterospecific,heterospecific,4,3,1.333333333,,,,,,
18/10/13,Carine,1,invaded,frome,78,Galium aparine,dry,ni,M10,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,1,invaded,frome,78,Galium aparine,dry,Onagraceae,Epilobium,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,1,invaded,frome,78,Galium aparine,dry,ni,M6,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,79,Cirsium arvense,semidry,Asteraceae,Cirsium type,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,79,Cirsium arvense,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,6,3,2,,,,,,
18/10/13,Carine,2,non-invaded,frome,79,Cirsium arvense,semidry,ni,M1,heterospecific,heterospecific,16,3,5.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,80,Cirsium arvense,semidry,Asteraceae,Cirsium arvense,conspecific,conspecific,34,3,11.33333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,80,Cirsium arvense,semidry,ni,M5,heterospecific,heterospecific,3,3,1,,,,,,
18/10/13,Carine,2,non-invaded,frome,80,Cirsium arvense,semidry,Fabaceae,ni,heterospecific,heterospecific,40,3,13.33333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,80,Cirsium arvense,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,16,3,5.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,80,Cirsium arvense,semidry,ni,M4,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,80,Cirsium arvense,semidry,ni,M11,heterospecific,heterospecific,12,3,4,,,,,,
18/10/13,Carine,2,non-invaded,frome,80,Cirsium arvense,semidry,ni,M1,heterospecific,heterospecific,6,3,2,,,,,,
18/10/13,Carine,2,non-invaded,frome,80,Cirsium arvense,semidry,Asteraceae,Asteraceae 3,heterospecific,heterospecific,3,3,1,,,,,,
18/10/13,Carine,2,non-invaded,frome,81,Cirsium arvense,semidry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,17,3,5.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,81,Cirsium arvense,semidry,ni,M1,heterospecific,heterospecific,13,3,4.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,81,Cirsium arvense,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,7,3,2.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,81,Cirsium arvense,semidry,ni,M6,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,81,Cirsium arvense,semidry,ni,M11,heterospecific,heterospecific,5,3,1.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,81,Cirsium arvense,semidry,ni,M4,heterospecific,heterospecific,6,3,2,,,,,,
18/10/13,Carine,2,non-invaded,frome,81,Cirsium arvense,semidry,ni,M2,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,81,Cirsium arvense,semidry,ni,M8,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,81,Cirsium arvense,semidry,Fabaceae,ni,heterospecific,heterospecific,59,3,19.66666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,82,Cirsium arvense,semidry,ni,M1,heterospecific,heterospecific,3,3,1,,,,,,
18/10/13,Carine,2,non-invaded,frome,82,Cirsium arvense,semidry,Asteraceae,Sonchus type,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,82,Cirsium arvense,semidry,Fabaceae,ni,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,83,Cirsium arvense,semidry,Fabaceae,ni,heterospecific,heterospecific,23,3,7.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,83,Cirsium arvense,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,25,3,8.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,83,Cirsium arvense,semidry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,3,3,1,,,,,,
18/10/13,Carine,2,non-invaded,frome,83,Cirsium arvense,semidry,Asteraceae,Cirsium arvense,conspecific,conspecific,4,3,1.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,83,Cirsium arvense,semidry,Apiaceae,Anthriscus sylvestris,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,83,Cirsium arvense,semidry,ni,M2,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,83,Cirsium arvense,semidry,ni,M1,heterospecific,heterospecific,3,3,1,,,,,,
18/10/13,Carine,2,non-invaded,frome,83,Cirsium arvense,semidry,Asteraceae,Sonchus type,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,83,Cirsium arvense,semidry,ni,M6,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,84,Cirsium arvense,semidry,Fabaceae,ni,heterospecific,heterospecific,24,2,12,,,,,,
18/10/13,Carine,2,non-invaded,frome,84,Cirsium arvense,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,4,2,2,,,,,,
18/10/13,Carine,2,non-invaded,frome,84,Cirsium arvense,semidry,ni,M1,heterospecific,heterospecific,3,2,1.5,,,,,,
18/10/13,Carine,2,non-invaded,frome,84,Cirsium arvense,semidry,ni,M12,heterospecific,heterospecific,1,2,0.5,,,,,,
18/10/13,Carine,2,non-invaded,frome,84,Cirsium arvense,semidry,Rosaceae,ni,heterospecific,heterospecific,3,2,1.5,,,,,,
18/10/13,Carine,2,non-invaded,frome,85,Cirsium arvense,semidry,Fabaceae,ni,heterospecific,heterospecific,287,3,95.66666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,85,Cirsium arvense,semidry,ni,M1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,85,Cirsium arvense,semidry,Asteraceae,Cirsium arvense,conspecific,conspecific,4,3,1.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,85,Cirsium arvense,semidry,Rosaceae,ni,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,86,Ranunculus repens,dry,Ranunculaceae,Ranunculus repens,conspecific,conspecific,140,3,46.66666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,86,Ranunculus repens,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,87,Ranunculus repens,dry,Ranunculaceae,Ranunculus repens,conspecific,conspecific,196,3,65.33333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,88,Rubus fruticosus,dry,Rosaceae,Rubus fruticosus,conspecific,conspecific,232,3,77.33333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,88,Rubus fruticosus,dry,ni,M12,heterospecific,heterospecific,4,3,1.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,89,Rubus fruticosus,dry,Rosaceae,Rubus fruticosus,conspecific,conspecific,138,3,46,,,,,,
18/10/13,Carine,2,non-invaded,frome,89,Rubus fruticosus,dry,Fabaceae,ni,heterospecific,heterospecific,98,3,32.66666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,90,Stachys palustris,dry,Lamiaceae,Stachys palustris,conspecific,conspecific,171,3,57,,,,,,
18/10/13,Carine,2,non-invaded,frome,90,Stachys palustris,dry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,91,Stachys palustris,dry,Lamiaceae,Stachys palustris,conspecific,conspecific,77,3,25.66666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,91,Stachys palustris,dry,ni,M1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,91,Stachys palustris,dry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,92,Stachys palustris,dry,Lamiaceae,Stachys palustris,conspecific,conspecific,5,2,2.5,,,,,,
18/10/13,Carine,2,non-invaded,frome,92,Stachys palustris,dry,ni,M1,heterospecific,heterospecific,1,2,0.5,,,,,,
18/10/13,Carine,2,non-invaded,frome,93,Stachys palustris,dry,Lamiaceae,Stachys palustris,conspecific,conspecific,146,2,73,,,,,,
18/10/13,Carine,2,non-invaded,frome,93,Stachys palustris,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,2,2,1,,,,,,
18/10/13,Carine,2,non-invaded,frome,93,Stachys palustris,dry,ni,M1,heterospecific,heterospecific,1,2,0.5,,,,,,
18/10/13,Carine,2,non-invaded,frome,93,Stachys palustris,dry,Fabaceae,ni,heterospecific,heterospecific,14,2,7,,,,,,
18/10/13,Carine,2,non-invaded,frome,94,Stachys palustris,dry,Lamiaceae,Stachys palustris,conspecific,conspecific,47,2,23.5,,,,,,
18/10/13,Carine,2,non-invaded,frome,94,Stachys palustris,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,3,2,1.5,,,,,,
18/10/13,Carine,2,non-invaded,frome,94,Stachys palustris,dry,Fabaceae,ni,heterospecific,heterospecific,9,2,4.5,,,,,,
18/10/13,Carine,2,non-invaded,frome,95,Stachys palustris,dry,Lamiaceae,Stachys palustris,conspecific,conspecific,94,2,47,,,,,,
18/10/13,Carine,2,non-invaded,frome,95,Stachys palustris,dry,ni,M1,heterospecific,heterospecific,2,2,1,,,,,,
18/10/13,Carine,2,non-invaded,frome,96,Stachys palustris,dry,Lamiaceae,Stachys palustris,conspecific,conspecific,504,3,168,,,,,,
18/10/13,Carine,2,non-invaded,frome,96,Stachys palustris,dry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,96,Stachys palustris,dry,ni,M1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,97,Stachys palustris,dry,Fabaceae,ni,heterospecific,heterospecific,2,1,2,,,,,,
18/10/13,Carine,2,non-invaded,frome,98,Stachys palustris,dry,Lamiaceae,Stachys palustris,conspecific,conspecific,283,3,94.33333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,98,Stachys palustris,dry,ni,M1,heterospecific,heterospecific,4,3,1.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,99,Heracleum sphondylium,wet,Apiaceae,Heracleum sphondylium,conspecific,conspecific,159,3,53,,,,,,
18/10/13,Carine,2,non-invaded,frome,99,Heracleum sphondylium,wet,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,11,3,3.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,99,Heracleum sphondylium,wet,ni,M1,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,99,Heracleum sphondylium,wet,Ranunculaceae,ni,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,99,Heracleum sphondylium,wet,Caryophyllaceae,Silene dioica,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,100,Heracleum sphondylium,wet,ni,M1,heterospecific,heterospecific,3,3,1,,,,,,
18/10/13,Carine,2,non-invaded,frome,100,Heracleum sphondylium,wet,Apiaceae,Heracleum sphondylium,conspecific,conspecific,62,3,20.66666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,100,Heracleum sphondylium,wet,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,15,3,5,,,,,,
18/10/13,Carine,2,non-invaded,frome,101,Heracleum sphondylium,wet,Apiaceae,Heracleum sphondylium,conspecific,conspecific,26,2,13,,,,,,
18/10/13,Carine,2,non-invaded,frome,101,Heracleum sphondylium,wet,Asteraceae,ni,heterospecific,heterospecific,2,2,1,,,,,,
18/10/13,Carine,2,non-invaded,frome,101,Heracleum sphondylium,wet,ni,M4,heterospecific,heterospecific,1,2,0.5,,,,,,
18/10/13,Carine,2,non-invaded,frome,101,Heracleum sphondylium,wet,ni,M1,heterospecific,heterospecific,5,2,2.5,,,,,,
18/10/13,Carine,2,non-invaded,frome,102,Heracleum sphondylium,wet,Apiaceae,Heracleum sphondylium,conspecific,conspecific,25,3,8.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,102,Heracleum sphondylium,wet,ni,M1,heterospecific,heterospecific,6,3,2,,,,,,
18/10/13,Carine,2,non-invaded,frome,102,Heracleum sphondylium,wet,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,102,Heracleum sphondylium,wet,ni,ni,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,103,Heracleum sphondylium,wet,Apiaceae,Heracleum sphondylium,conspecific,conspecific,24,3,8,,,,,,
18/10/13,Carine,2,non-invaded,frome,103,Heracleum sphondylium,wet,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,10,3,3.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,103,Heracleum sphondylium,wet,ni,M1,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,103,Heracleum sphondylium,wet,ni,ni,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,104,Heracleum sphondylium,wet,Apiaceae,Heracleum sphondylium,conspecific,conspecific,14,3,4.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,104,Heracleum sphondylium,wet,ni,ni,heterospecific,heterospecific,3,3,1,,,,,,
18/10/13,Carine,2,non-invaded,frome,105,Heracleum sphondylium,wet,Apiaceae,Heracleum sphondylium,conspecific,conspecific,38,6,6.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,105,Heracleum sphondylium,wet,ni,M1,heterospecific,heterospecific,3,3,1,,,,,,
18/10/13,Carine,2,non-invaded,frome,105,Heracleum sphondylium,wet,ni,ni,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,106,Heracleum sphondylium,wet,Apiaceae,Heracleum sphondylium,conspecific,conspecific,39,3,13,,,,,,
18/10/13,Carine,2,non-invaded,frome,106,Heracleum sphondylium,wet,ni,M1,heterospecific,heterospecific,7,3,2.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,106,Heracleum sphondylium,wet,ni,ni,heterospecific,heterospecific,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,107,Heracleum sphondylium,wet,Apiaceae,Heracleum sphondylium,conspecific,conspecific,153,3,51,,,,,,
18/10/13,Carine,2,non-invaded,frome,107,Heracleum sphondylium,wet,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,1,3,0.333333333,,,,,,
18/10/13,Carine,2,non-invaded,frome,107,Heracleum sphondylium,wet,ni,M1,heterospecific,heterospecific,2,3,0.666666667,,,,,,
18/10/13,Carine,2,non-invaded,frome,107,Heracleum sphondylium,wet,Asteraceae,Asteraceae 1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
